0.000000000000000000e+00,1.952558345849659815e+00,2.334986214163587565e-02,2.334986214155654327e-02,2.791219968744869427e-04
2.000000000000000111e-01,1.947499423198211455e+00,2.459580602005442124e-02,2.426022373269242846e-02,3.064577032201161954e-04
4.000000000000000222e-01,1.932267519066484196e+00,2.783911827864020416e-02,2.709532888597898995e-02,3.933205332808982361e-04
6.000000000000000888e-01,1.907268954220157520e+00,3.301335300423871577e-02,3.185455928680662463e-02,5.637256661192266731e-04
8.000000000000000444e-01,1.873216958222291062e+00,4.003976048901993628e-02,3.850959104776695979e-02,8.552669123169117206e-04
1.000000000000000000e+00,1.831051361368423835e+00,4.883977093948622950e-02,4.701079766740739324e-02,1.319327449587172308e-03
1.200000000000000178e+00,1.781821370517115311e+00,5.935803599613181242e-02,5.730103109046428417e-02,2.023276545708713528e-03
1.400000000000000133e+00,1.726654492907413685e+00,7.157852147554104316e-02,6.933135118672155428e-02,3.064699533508369149e-03
1.600000000000000089e+00,1.666460013001826557e+00,8.557869381846754109e-02,8.305204196394391780e-02,4.523987929629455160e-03
1.800000000000000044e+00,1.602508999008625423e+00,1.014875306832269258e-01,9.857225768647694120e-02,6.669230290665907092e-03
2.000000000000000000e+00,1.534578569497235589e+00,1.203153673215965336e-01,1.159359178202021279e-01,1.028798381437728837e-02
2.200000000000000178e+00,1.463217216633965201e+00,1.411986671014554551e-01,1.356349326675792832e-01,1.601080373826255232e-02
2.400000000000000355e+00,1.380442059080634554e+00,1.654504069424799217e-01,1.575800545684630516e-01,2.118740025667269558e-02
